"loc","year","month","deaths","deaths_lower","deaths_upper"
"Ohio",2014,3,"262","NA","NA"
"Ohio",2014,4,"184","NA","NA"
"Ohio",2014,5,"184","NA","NA"
"Ohio",2014,6,"243","NA","NA"
"Ohio",2014,7,"222","NA","NA"
"Ohio",2014,8,"250","NA","NA"
"Ohio",2014,9,"227","NA","NA"
"Ohio",2014,10,"254","NA","NA"
"Ohio",2014,11,"221","NA","NA"
"Ohio",2014,12,"252","NA","NA"
"Ohio",2015,1,"269","NA","NA"
"Ohio",2015,2,"250","NA","NA"
"Ohio",2015,3,"277","NA","NA"
"Ohio",2015,4,"297","NA","NA"
"Ohio",2015,5,"280","NA","NA"
"Ohio",2015,6,"247","NA","NA"
"Ohio",2015,7,"280","NA","NA"
"Ohio",2015,8,"278","NA","NA"
"Ohio",2015,9,"266","NA","NA"
"Ohio",2015,10,"279","NA","NA"
"Ohio",2015,11,"299","NA","NA"
"Ohio",2015,12,"288","NA","NA"
"Ohio",2016,1,"323","NA","NA"
"Ohio",2016,2,"311","NA","NA"
"Ohio",2016,3,"361","NA","NA"
"Ohio",2016,4,"327","NA","NA"
"Ohio",2016,5,"311","NA","NA"
"Ohio",2016,6,"303","NA","NA"
"Ohio",2016,7,"405","NA","NA"
"Ohio",2016,8,"377","NA","NA"
"Ohio",2016,9,"409","NA","NA"
"Ohio",2016,10,"405","NA","NA"
"Ohio",2016,11,"392","NA","NA"
"Ohio",2016,12,"405","NA","NA"
"Ohio",2017,1,"500","NA","NA"
"Ohio",2017,2,"503","NA","NA"
"Ohio",2017,3,"445","NA","NA"
"Ohio",2017,4,"516","NA","NA"
"Ohio",2017,5,"486","NA","NA"
"Ohio",2017,6,"446","NA","NA"
"Ohio",2017,7,"397","NA","NA"
"Ohio",2017,8,"339","NA","NA"
"Ohio",2017,9,"405","NA","NA"
"Ohio",2017,10,"368","NA","NA"
"Ohio",2017,11,"375","NA","NA"
"Ohio",2017,12,"331","NA","NA"
"Ohio",2018,1,"298","NA","NA"
"Ohio",2018,2,"315","NA","NA"
"Ohio",2018,3,"339","NA","NA"
"Ohio",2018,4,"303","NA","NA"
"Ohio",2018,5,"342","NA","NA"
"Ohio",2018,6,"323","NA","NA"
"Ohio",2018,7,"355","NA","NA"
"Ohio",2018,8,"379","NA","NA"
"Ohio",2018,9,"355","NA","NA"
"Ohio",2018,10,"328","NA","NA"
"Ohio",2018,11,"307","NA","NA"
"Ohio",2018,12,"337","NA","NA"
"Ohio",2019,1,"331","NA","NA"
"Ohio",2019,2,"297","NA","NA"
"Ohio",2019,3,"377","NA","NA"
"Ohio",2019,4,"341","NA","NA"
"Ohio",2019,5,"345","NA","NA"
"Ohio",2019,6,"352","NA","NA"
"Ohio",2019,7,"380","NA","NA"
"Ohio",2019,8,"347","NA","NA"
"Ohio",2019,9,"351","NA","NA"
"Ohio",2019,10,"370","NA","NA"
"Ohio",2019,11,"408","NA","NA"
"Ohio",2019,12,"352","NA","NA"
"Ohio",2020,1,"354","346","362"
"Ohio",2020,2,"360","352","368"
"Ohio",2020,3,"361","353","369"
"Ohio",2020,4,"403","394","412"
"Ohio",2020,5,"581","568","594"
"Ohio",2020,6,"526","514","538"
"Ohio",2020,7,"506","494","518"
"Ohio",2020,8,"406","397","415"
"Ohio",2020,9,"452","442","462"
"Tennessee",2014,1,"114","NA","NA"
"Tennessee",2014,2,"110","NA","NA"
"Tennessee",2014,3,"103","NA","NA"
"Tennessee",2014,4,"125","NA","NA"
"Tennessee",2014,5,"95","NA","NA"
"Tennessee",2014,6,"104","NA","NA"
"Tennessee",2014,7,"96","NA","NA"
"Tennessee",2014,8,"110","NA","NA"
"Tennessee",2014,9,"90","NA","NA"
"Tennessee",2014,10,"99","NA","NA"
"Tennessee",2014,11,"117","NA","NA"
"Tennessee",2014,12,"106","NA","NA"
"Tennessee",2015,1,"119","NA","NA"
"Tennessee",2015,2,"97","NA","NA"
"Tennessee",2015,3,"141","NA","NA"
"Tennessee",2015,4,"120","NA","NA"
"Tennessee",2015,5,"123","NA","NA"
"Tennessee",2015,6,"122","NA","NA"
"Tennessee",2015,7,"125","NA","NA"
"Tennessee",2015,8,"122","NA","NA"
"Tennessee",2015,9,"111","NA","NA"
"Tennessee",2015,10,"127","NA","NA"
"Tennessee",2015,11,"111","NA","NA"
"Tennessee",2015,12,"139","NA","NA"
"Tennessee",2016,1,"153","NA","NA"
"Tennessee",2016,2,"122","NA","NA"
"Tennessee",2016,3,"126","NA","NA"
"Tennessee",2016,4,"125","NA","NA"
"Tennessee",2016,5,"139","NA","NA"
"Tennessee",2016,6,"119","NA","NA"
"Tennessee",2016,7,"155","NA","NA"
"Tennessee",2016,8,"149","NA","NA"
"Tennessee",2016,9,"120","NA","NA"
"Tennessee",2016,10,"127","NA","NA"
"Tennessee",2016,11,"151","NA","NA"
"Tennessee",2016,12,"144","NA","NA"
"Tennessee",2017,1,"152","NA","NA"
"Tennessee",2017,2,"126","NA","NA"
"Tennessee",2017,3,"167","NA","NA"
"Tennessee",2017,4,"157","NA","NA"
"Tennessee",2017,5,"146","NA","NA"
"Tennessee",2017,6,"135","NA","NA"
"Tennessee",2017,7,"153","NA","NA"
"Tennessee",2017,8,"138","NA","NA"
"Tennessee",2017,9,"152","NA","NA"
"Tennessee",2017,10,"140","NA","NA"
"Tennessee",2017,11,"144","NA","NA"
"Tennessee",2017,12,"167","NA","NA"
"Tennessee",2018,1,"135","NA","NA"
"Tennessee",2018,2,"159","NA","NA"
"Tennessee",2018,3,"153","NA","NA"
"Tennessee",2018,4,"157","NA","NA"
"Tennessee",2018,5,"163","NA","NA"
"Tennessee",2018,6,"142","NA","NA"
"Tennessee",2018,7,"163","NA","NA"
"Tennessee",2018,8,"149","NA","NA"
"Tennessee",2018,9,"149","NA","NA"
"Tennessee",2018,10,"142","NA","NA"
"Tennessee",2018,11,"151","NA","NA"
"Tennessee",2018,12,"160","NA","NA"
"Tennessee",2019,1,"174","NA","NA"
"Tennessee",2019,2,"137","NA","NA"
"Tennessee",2019,3,"176","NA","NA"
"Tennessee",2019,4,"168","NA","NA"
"Tennessee",2019,5,"176","NA","NA"
"Tennessee",2019,6,"180","NA","NA"
"Tennessee",2019,7,"182","NA","NA"
"Tennessee",2019,8,"165","NA","NA"
"Tennessee",2019,9,"178","NA","NA"
"Tennessee",2019,10,"185","NA","NA"
"Tennessee",2019,11,"194","NA","NA"
"Tennessee",2019,12,"174","NA","NA"
"Tennessee",2020,1,"192","183","201"
"Tennessee",2020,2,"188","179","197"
"Tennessee",2020,3,"256","243","269"
"Tennessee",2020,4,"246","234","258"
"Tennessee",2020,5,"348","331","365"
"Tennessee",2020,6,"301","286","316"
"Tennessee",2020,7,"280","267","293"
"Tennessee",2020,8,"282","269","295"
"Tennessee",2020,9,"259","247","271"
"Delaware",2014,1,"12","NA","NA"
"Delaware",2014,2,"15","NA","NA"
"Delaware",2014,3,"18","NA","NA"
"Delaware",2014,4,"22","NA","NA"
"Delaware",2014,5,"16","NA","NA"
"Delaware",2014,6,"17","NA","NA"
"Delaware",2014,7,"11","NA","NA"
"Delaware",2014,8,"20","NA","NA"
"Delaware",2014,9,"14","NA","NA"
"Delaware",2014,10,"21","NA","NA"
"Delaware",2014,11,"11","NA","NA"
"Delaware",2014,12,"12","NA","NA"
"Delaware",2015,1,"29","NA","NA"
"Delaware",2015,2,"11","NA","NA"
"Delaware",2015,3,"18","NA","NA"
"Delaware",2015,4,"19","NA","NA"
"Delaware",2015,5,"<10","NA","NA"
"Delaware",2015,6,"20","NA","NA"
"Delaware",2015,7,"17","NA","NA"
"Delaware",2015,8,"10","NA","NA"
"Delaware",2015,9,"27","NA","NA"
"Delaware",2015,10,"<10","NA","NA"
"Delaware",2015,11,"16","NA","NA"
"Delaware",2015,12,"14","NA","NA"
"Delaware",2016,1,"12","NA","NA"
"Delaware",2016,2,"18","NA","NA"
"Delaware",2016,3,"18","NA","NA"
"Delaware",2016,4,"26","NA","NA"
"Delaware",2016,5,"29","NA","NA"
"Delaware",2016,6,"26","NA","NA"
"Delaware",2016,7,"26","NA","NA"
"Delaware",2016,8,"23","NA","NA"
"Delaware",2016,9,"23","NA","NA"
"Delaware",2016,10,"15","NA","NA"
"Delaware",2016,11,"32","NA","NA"
"Delaware",2016,12,"34","NA","NA"
"Delaware",2017,1,"36","NA","NA"
"Delaware",2017,2,"20","NA","NA"
"Delaware",2017,3,"20","NA","NA"
"Delaware",2017,4,"27","NA","NA"
"Delaware",2017,5,"30","NA","NA"
"Delaware",2017,6,"30","NA","NA"
"Delaware",2017,7,"34","NA","NA"
"Delaware",2017,8,"26","NA","NA"
"Delaware",2017,9,"26","NA","NA"
"Delaware",2017,10,"25","NA","NA"
"Delaware",2017,11,"40","NA","NA"
"Delaware",2017,12,"24","NA","NA"
"Delaware",2018,1,"27","NA","NA"
"Delaware",2018,2,"29","NA","NA"
"Delaware",2018,3,"37","NA","NA"
"Delaware",2018,4,"36","NA","NA"
"Delaware",2018,5,"33","NA","NA"
"Delaware",2018,6,"32","NA","NA"
"Delaware",2018,7,"27","NA","NA"
"Delaware",2018,8,"46","NA","NA"
"Delaware",2018,9,"34","NA","NA"
"Delaware",2018,10,"42","NA","NA"
"Delaware",2018,11,"38","NA","NA"
"Delaware",2018,12,"20","NA","NA"
"Delaware",2019,1,"33","NA","NA"
"Delaware",2019,2,"26","NA","NA"
"Delaware",2019,3,"25","NA","NA"
"Delaware",2019,4,"32","NA","NA"
"Delaware",2019,5,"43","NA","NA"
"Delaware",2019,6,"45","NA","NA"
"Delaware",2019,7,"41","NA","NA"
"Delaware",2019,8,"42","NA","NA"
"Delaware",2019,9,"40","NA","NA"
"Delaware",2019,10,"30","NA","NA"
"Delaware",2019,11,"31","NA","NA"
"Delaware",2019,12,"47","NA","NA"
"Delaware",2020,1,"39","34","44"
"Delaware",2020,2,"48","43","53"
"Delaware",2020,3,"33","29","37"
"Delaware",2020,4,"40","35","45"
"Delaware",2020,5,"52","46","58"
"Delaware",2020,6,"45","40","50"
"Delaware",2020,7,"39","35","43"
"Delaware",2020,8,"42","37","47"
"Delaware",2020,9,"43","38","48"
"Kentucky",2014,1,"88","NA","NA"
"Kentucky",2014,2,"103","NA","NA"
"Kentucky",2014,3,"90","NA","NA"
"Kentucky",2014,4,"67","NA","NA"
"Kentucky",2014,5,"84","NA","NA"
"Kentucky",2014,6,"67","NA","NA"
"Kentucky",2014,7,"83","NA","NA"
"Kentucky",2014,8,"102","NA","NA"
"Kentucky",2014,9,"75","NA","NA"
"Kentucky",2014,10,"120","NA","NA"
"Kentucky",2014,11,"92","NA","NA"
"Kentucky",2014,12,"106","NA","NA"
"Kentucky",2015,1,"98","NA","NA"
"Kentucky",2015,2,"122","NA","NA"
"Kentucky",2015,3,"124","NA","NA"
"Kentucky",2015,4,"92","NA","NA"
"Kentucky",2015,5,"101","NA","NA"
"Kentucky",2015,6,"85","NA","NA"
"Kentucky",2015,7,"103","NA","NA"
"Kentucky",2015,8,"101","NA","NA"
"Kentucky",2015,9,"106","NA","NA"
"Kentucky",2015,10,"107","NA","NA"
"Kentucky",2015,11,"116","NA","NA"
"Kentucky",2015,12,"118","NA","NA"
"Kentucky",2016,1,"110","NA","NA"
"Kentucky",2016,2,"92","NA","NA"
"Kentucky",2016,3,"145","NA","NA"
"Kentucky",2016,4,"131","NA","NA"
"Kentucky",2016,5,"127","NA","NA"
"Kentucky",2016,6,"125","NA","NA"
"Kentucky",2016,7,"94","NA","NA"
"Kentucky",2016,8,"125","NA","NA"
"Kentucky",2016,9,"103","NA","NA"
"Kentucky",2016,10,"113","NA","NA"
"Kentucky",2016,11,"93","NA","NA"
"Kentucky",2016,12,"161","NA","NA"
"Kentucky",2017,1,"149","NA","NA"
"Kentucky",2017,2,"162","NA","NA"
"Kentucky",2017,3,"157","NA","NA"
"Kentucky",2017,4,"152","NA","NA"
"Kentucky",2017,5,"130","NA","NA"
"Kentucky",2017,6,"109","NA","NA"
"Kentucky",2017,7,"108","NA","NA"
"Kentucky",2017,8,"125","NA","NA"
"Kentucky",2017,9,"103","NA","NA"
"Kentucky",2017,10,"106","NA","NA"
"Kentucky",2017,11,"128","NA","NA"
"Kentucky",2017,12,"137","NA","NA"
"Kentucky",2018,1,"110","NA","NA"
"Kentucky",2018,2,"119","NA","NA"
"Kentucky",2018,3,"103","NA","NA"
"Kentucky",2018,4,"122","NA","NA"
"Kentucky",2018,5,"91","NA","NA"
"Kentucky",2018,6,"108","NA","NA"
"Kentucky",2018,7,"111","NA","NA"
"Kentucky",2018,8,"129","NA","NA"
"Kentucky",2018,9,"108","NA","NA"
"Kentucky",2018,10,"113","NA","NA"
"Kentucky",2018,11,"106","NA","NA"
"Kentucky",2018,12,"95","NA","NA"
"Kentucky",2019,1,"111","NA","NA"
"Kentucky",2019,2,"106","NA","NA"
"Kentucky",2019,3,"127","NA","NA"
"Kentucky",2019,4,"126","NA","NA"
"Kentucky",2019,5,"104","NA","NA"
"Kentucky",2019,6,"102","NA","NA"
"Kentucky",2019,7,"109","NA","NA"
"Kentucky",2019,8,"89","NA","NA"
"Kentucky",2019,9,"103","NA","NA"
"Kentucky",2019,10,"130","NA","NA"
"Kentucky",2019,11,"126","NA","NA"
"Kentucky",2019,12,"147","NA","NA"
"Kentucky",2020,1,"115","107","123"
"Kentucky",2020,2,"148","137","159"
"Kentucky",2020,3,"156","145","167"
"Kentucky",2020,4,"181","168","194"
"Kentucky",2020,5,"250","232","268"
"Kentucky",2020,6,"161","149","173"
"Kentucky",2020,7,"199","185","213"
"Kentucky",2020,8,"179","168","190"
"Kentucky",2020,9,"175","164","186"
"District of Columbia",2014,1,"<10","NA","NA"
"District of Columbia",2014,2,"<10","NA","NA"
"District of Columbia",2014,3,"<10","NA","NA"
"District of Columbia",2014,4,"10","NA","NA"
"District of Columbia",2014,5,"<10","NA","NA"
"District of Columbia",2014,6,"<10","NA","NA"
"District of Columbia",2014,7,"14","NA","NA"
"District of Columbia",2014,8,"11","NA","NA"
"District of Columbia",2014,9,"<10","NA","NA"
"District of Columbia",2014,10,"<10","NA","NA"
"District of Columbia",2014,11,"<10","NA","NA"
"District of Columbia",2014,12,"<10","NA","NA"
"District of Columbia",2015,1,"<10","NA","NA"
"District of Columbia",2015,2,"13","NA","NA"
"District of Columbia",2015,3,"12","NA","NA"
"District of Columbia",2015,4,"<10","NA","NA"
"District of Columbia",2015,5,"<10","NA","NA"
"District of Columbia",2015,6,"<10","NA","NA"
"District of Columbia",2015,7,"11","NA","NA"
"District of Columbia",2015,8,"<10","NA","NA"
"District of Columbia",2015,9,"13","NA","NA"
"District of Columbia",2015,10,"10","NA","NA"
"District of Columbia",2015,11,"14","NA","NA"
"District of Columbia",2015,12,"13","NA","NA"
"District of Columbia",2016,1,"10","NA","NA"
"District of Columbia",2016,2,"14","NA","NA"
"District of Columbia",2016,3,"20","NA","NA"
"District of Columbia",2016,4,"20","NA","NA"
"District of Columbia",2016,5,"30","NA","NA"
"District of Columbia",2016,6,"16","NA","NA"
"District of Columbia",2016,7,"21","NA","NA"
"District of Columbia",2016,8,"26","NA","NA"
"District of Columbia",2016,9,"23","NA","NA"
"District of Columbia",2016,10,"21","NA","NA"
"District of Columbia",2016,11,"39","NA","NA"
"District of Columbia",2016,12,"29","NA","NA"
"District of Columbia",2017,1,"27","NA","NA"
"District of Columbia",2017,2,"34","NA","NA"
"District of Columbia",2017,3,"38","NA","NA"
"District of Columbia",2017,4,"29","NA","NA"
"District of Columbia",2017,5,"40","NA","NA"
"District of Columbia",2017,6,"25","NA","NA"
"District of Columbia",2017,7,"18","NA","NA"
"District of Columbia",2017,8,"20","NA","NA"
"District of Columbia",2017,9,"20","NA","NA"
"District of Columbia",2017,10,"14","NA","NA"
"District of Columbia",2017,11,"16","NA","NA"
"District of Columbia",2017,12,"29","NA","NA"
"District of Columbia",2018,1,"17","NA","NA"
"District of Columbia",2018,2,"13","NA","NA"
"District of Columbia",2018,3,"20","NA","NA"
"District of Columbia",2018,4,"37","NA","NA"
"District of Columbia",2018,5,"28","NA","NA"
"District of Columbia",2018,6,"18","NA","NA"
"District of Columbia",2018,7,"23","NA","NA"
"District of Columbia",2018,8,"21","NA","NA"
"District of Columbia",2018,9,"24","NA","NA"
"District of Columbia",2018,10,"15","NA","NA"
"District of Columbia",2018,11,"19","NA","NA"
"District of Columbia",2018,12,"19","NA","NA"
"District of Columbia",2019,1,"21","NA","NA"
"District of Columbia",2019,2,"24","NA","NA"
"District of Columbia",2019,3,"18","NA","NA"
"District of Columbia",2019,4,"18","NA","NA"
"District of Columbia",2019,5,"25","NA","NA"
"District of Columbia",2019,6,"28","NA","NA"
"District of Columbia",2019,7,"20","NA","NA"
"District of Columbia",2019,8,"33","NA","NA"
"District of Columbia",2019,9,"32","NA","NA"
"District of Columbia",2019,10,"26","NA","NA"
"District of Columbia",2019,11,"26","NA","NA"
"District of Columbia",2019,12,"40","NA","NA"
"District of Columbia",2020,1,"45","29","61"
"District of Columbia",2020,2,"34","22","46"
"District of Columbia",2020,3,"35","23","47"
"District of Columbia",2020,4,"52","34","70"
"District of Columbia",2020,5,"47","30","64"
"District of Columbia",2020,6,"41","26","56"
"District of Columbia",2020,7,"27","17","37"
"District of Columbia",2020,8,"54","35","73"
"District of Columbia",2020,9,"41","26","56"
"West Virginia",2014,1,"44","NA","NA"
"West Virginia",2014,2,"46","NA","NA"
"West Virginia",2014,3,"52","NA","NA"
"West Virginia",2014,4,"56","NA","NA"
"West Virginia",2014,5,"49","NA","NA"
"West Virginia",2014,6,"41","NA","NA"
"West Virginia",2014,7,"59","NA","NA"
"West Virginia",2014,8,"56","NA","NA"
"West Virginia",2014,9,"59","NA","NA"
"West Virginia",2014,10,"53","NA","NA"
"West Virginia",2014,11,"59","NA","NA"
"West Virginia",2014,12,"53","NA","NA"
"West Virginia",2015,1,"60","NA","NA"
"West Virginia",2015,2,"55","NA","NA"
"West Virginia",2015,3,"73","NA","NA"
"West Virginia",2015,4,"68","NA","NA"
"West Virginia",2015,5,"45","NA","NA"
"West Virginia",2015,6,"36","NA","NA"
"West Virginia",2015,7,"56","NA","NA"
"West Virginia",2015,8,"56","NA","NA"
"West Virginia",2015,9,"62","NA","NA"
"West Virginia",2015,10,"87","NA","NA"
"West Virginia",2015,11,"58","NA","NA"
"West Virginia",2015,12,"69","NA","NA"
"West Virginia",2016,1,"61","NA","NA"
"West Virginia",2016,2,"75","NA","NA"
"West Virginia",2016,3,"83","NA","NA"
"West Virginia",2016,4,"70","NA","NA"
"West Virginia",2016,5,"61","NA","NA"
"West Virginia",2016,6,"68","NA","NA"
"West Virginia",2016,7,"65","NA","NA"
"West Virginia",2016,8,"74","NA","NA"
"West Virginia",2016,9,"80","NA","NA"
"West Virginia",2016,10,"67","NA","NA"
"West Virginia",2016,11,"88","NA","NA"
"West Virginia",2016,12,"92","NA","NA"
"West Virginia",2017,1,"96","NA","NA"
"West Virginia",2017,2,"94","NA","NA"
"West Virginia",2017,3,"91","NA","NA"
"West Virginia",2017,4,"102","NA","NA"
"West Virginia",2017,5,"73","NA","NA"
"West Virginia",2017,6,"80","NA","NA"
"West Virginia",2017,7,"85","NA","NA"
"West Virginia",2017,8,"67","NA","NA"
"West Virginia",2017,9,"54","NA","NA"
"West Virginia",2017,10,"74","NA","NA"
"West Virginia",2017,11,"75","NA","NA"
"West Virginia",2017,12,"83","NA","NA"
"West Virginia",2018,1,"61","NA","NA"
"West Virginia",2018,2,"72","NA","NA"
"West Virginia",2018,3,"83","NA","NA"
"West Virginia",2018,4,"71","NA","NA"
"West Virginia",2018,5,"75","NA","NA"
"West Virginia",2018,6,"71","NA","NA"
"West Virginia",2018,7,"73","NA","NA"
"West Virginia",2018,8,"90","NA","NA"
"West Virginia",2018,9,"61","NA","NA"
"West Virginia",2018,10,"72","NA","NA"
"West Virginia",2018,11,"59","NA","NA"
"West Virginia",2018,12,"68","NA","NA"
"West Virginia",2019,1,"62","NA","NA"
"West Virginia",2019,2,"50","NA","NA"
"West Virginia",2019,3,"75","NA","NA"
"West Virginia",2019,4,"79","NA","NA"
"West Virginia",2019,5,"60","NA","NA"
"West Virginia",2019,6,"70","NA","NA"
"West Virginia",2019,7,"86","NA","NA"
"West Virginia",2019,8,"77","NA","NA"
"West Virginia",2019,9,"66","NA","NA"
"West Virginia",2019,10,"78","NA","NA"
"West Virginia",2019,11,"88","NA","NA"
"West Virginia",2019,12,"79","NA","NA"
"West Virginia",2020,1,"78","71","85"
"West Virginia",2020,2,"78","71","85"
"West Virginia",2020,3,"89","80","98"
"West Virginia",2020,4,"102","92","112"
"West Virginia",2020,5,"167","151","183"
"West Virginia",2020,6,"143","126","160"
"West Virginia",2020,7,"113","100","126"
"West Virginia",2020,8,"113","100","126"
"West Virginia",2020,9,"127","111","143"
